Year,Game_ID,Period,L_FGA,L_FTA,L_TOV,T_FGA,T_FTA,T_TOV,Timeouts
2023,42200311,4,4,7,2,16,13,3,"111,286,298,372,518,694,710"
2023,42200312,1,1,0,1,19,9,5,"376,484"
2023,42200312,2,8,2,1,22,7,1,"121,254,413"
2023,42200312,3,3,2,0,21,6,1,"215,369,566"
2023,42200312,4,7,0,1,20,4,5,"291,388,503,686"
2023,42200313,1,4,2,0,23,6,2,"352,579"
2023,42200313,2,4,0,1,16,10,6,"180,393"
2023,42200313,3,5,2,0,23,6,3,"237,276,402,466"
2023,42200313,4,6,3,1,22,7,1,"300,492,663"
2023,42200314,1,9,3,1,28,3,2,"207,532"
2023,42200314,2,4,2,0,17,14,0,"164,402"
2023,42200314,3,6,0,0,24,2,2,"166,441"
2023,42200314,4,6,2,0,17,7,2,"115,281,418,506,689,716"
2024,42300151,1,6,2,1,21,4,3,"319,545"
2024,42300151,2,4,0,2,22,4,3,"320,355,434"
2024,42300151,3,4,1,2,18,3,3,"243,524"
2024,42300151,4,2,2,2,18,8,3,"172,283,442,563"
2024,42300152,1,3,1,0,21,3,4,"323,518"
2024,42300152,2,3,3,1,20,3,4,"29,440"
2024,42300152,3,4,2,1,19,4,4,"120,313,442,681"
2024,42300152,4,9,1,0,18,3,2,"222,466,657"
2024,42300153,1,4,0,0,22,8,1,"110,356,649"
2024,42300153,2,5,0,1,22,2,2,"274,557"
2024,42300153,3,2,0,1,21,1,3,"115,154,339"
2024,42300153,4,9,2,1,25,6,1,"317,493,534,687"
2024,42300154,1,5,0,2,22,2,4,"340,439"
2024,42300154,2,5,0,1,25,3,2,"274,542"
2024,42300154,3,5,0,2,25,5,3,"303,453,599"
2024,42300154,4,8,2,1,20,8,2,"204,275,441,629,678,683"
2024,42300155,1,2,0,0,23,6,3,"145,278,358"
2024,42300155,2,6,1,0,22,5,2,"241,322,623"
2024,42300155,3,8,3,0,21,7,2,"67,188,551"
2024,42300155,4,5,3,1,18,9,1,"210,503,535"
2025,42400161,1,2,0,1,23,4,2,"346,401"
2025,42400161,2,8,2,1,16,8,3,"165,401"
2025,42400161,3,3,0,1,19,3,4,"112,447,597"
2025,42400161,4,5,0,1,25,1,4,"154,250,439,595"
2025,42400162,1,3,0,0,20,8,2,"319,523,691"
2025,42400162,2,6,2,0,16,5,4,"306,564"
2025,42400162,3,2,0,0,20,4,2,"260,360,536,552"
2025,42400162,4,8,2,2,19,3,4,"344,531"
2025,42400163,1,4,0,0,21,0,4,"139,567"
2025,42400163,2,8,5,0,21,11,3,"315,588"
2025,42400163,3,4,3,0,19,3,6,"305,549"
2025,42400163,4,5,2,1,17,6,3,"154,443,505,524,595,646,682"
2025,42400164,1,2,4,0,23,6,1,"307,540"
2025,42400164,2,3,10,2,17,10,6,"97,375,632"
2025,42400164,3,2,4,0,22,4,2,"168,493"
2025,42400164,4,2,0,1,18,5,1,"258,463,510,631,687,710"
2025,42400165,1,4,2,2,18,11,6,"350,522"
2025,42400165,2,5,1,1,18,5,4,"307,556"
2025,42400165,3,5,3,0,22,7,2,"123,278"
2025,42400165,4,7,0,0,20,2,3,"180,384,513,539,682"
